Attributes,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,,Dates,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,,Dates,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,,Dates,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,,Dates,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2017-08-16,161.6,86.79,239.17,113.65,32.09,108.57,101.51,63.67,227.59,150.17,142.07,36,133.38,92.73,46.19,157.62,207.18,62.5,73.22,58.56,33.38,92.2,129.05,194.5,115.96,102.63,48.48,81.13,80.77,78.04,,8/16/2017,162.51,87.77,240.259,114.5,32.465,107.84,102.64,64.02,229.01,152.95,142.89,36.07,134.95,93.23,46.335,159.38,208.63,62.93,74.1,59.05,33.48,92.95,130.34,195.2,118.09,103.93,48.53,81.84,81.44,78.16,,8/16/2017,160.17,87,237.48,113.65,32.06,106.69,101.8,63.58,225.02,151.16,141.61,35.57,133.86,91.88,46.13,157.66,206.75,62.37,73.17,58.23,33.27,92.2,129.03,192.84,115.88,102.76,48.22,81.05,80.54,77.32,,8/16/2017,161.87,87,239.73,113.81,32.06,107.63,101.94,63.79,228.26,151.54,141.79,35.98,134.14,93.08,46.13,157.89,207.14,62.43,73.34,58.9,33.34,92.29,129.62,194.81,115.95,102.8,48.36,81.07,81.23,78,,8/16/2017,6832828,1156481,637464,640727,7216732,1258695,2192470,1190463,655011,1534176,971610,5813356,1366224,3235681,2766022,802053,507963,2377763,5918939,1586697,3707450,2681721,422852,530690,890340,5232367,2424769,1239128,2830586,3210403
2017-08-17,160.95,87.39,237.59,114.12,32.34,106.84,102.2,63.94,225.61,152.25,142.5,35.81,134.17,92.09,46.2,158.9,207.92,62.7,73.65,58.54,33.36,92.44,129.47,193.77,118,103.32,48.41,81.26,80.98,77.47,,8/17/2017,160.71,87.62,237.6,114.37,31.76,106.87,102.58,63.95,225.78,152.15,142.88,35.675,134.74,91.96,46.33,159.53,207.95,63.02,73.87,58.74,33.45,92.67,129.64,194.03,117.78,103.52,48.45,81.86,79.805,77.24,,8/17/2017,157.84,86.06,235.3,113.14,30.85,105.91,101.35,63.16,221.13,149.61,140.7,35.17,133.04,90.5,45.85,157.82,205.28,61.81,72.4,57.42,32.95,92.07,128.06,192.69,116.08,102.16,47.89,80.5,78.33,76.21,,8/17/2017,160.63,87.34,237.22,114,31.49,106.61,102.16,63.73,224.38,151.94,142.5,35.6,134.18,91.7,46.2,158.99,207.79,62.75,73.58,58.53,33.31,92.4,129.64,193.75,117.78,103.27,48.35,80.55,79,77.23,,8/17/2017,8154237,1538915,636106,799808,14130030,2116901,2323764,1361168,875990,1351645,1480031,5324735,2387899,4364536,2667820,1183797,393207,3538665,7096799,3121860,6237638,2303058,449393,983593,672888,1821592,2565117,1386093,2760045,5116702
2017-08-18,157.86,86.09,235.59,113.14,31.04,105.92,101.38,63.18,221.42,149.67,140.7,35.17,133.04,90.65,45.86,157.89,205.35,61.81,72.4,57.46,32.95,92.07,128.19,192.7,116.1,102.16,47.89,80.89,79.7,76.26,,8/18/2017,159.5,86.13,237.25,114.63,31.06,107.34,101.72,63.58,224.08,149.31,141.1,35.31,133.78,91.53,45.9,158.26,205.51,61.815,72.835,55.42,32.97,92.78,128.53,193.2,116.25,103.09,47.95,80.94,80.34,77.1,,8/18/2017,156.74,85.21,234.6,112.7,30.36,105.5,100.665,62.85,220.73,147,139.6,34.99,132.5,90.19,45.63,157.06,203.45,61.17,71.94,54.17,32.65,91.85,127.52,190.64,115.36,101.95,47.51,80.01,79.28,76.06,,8/18/2017,157.86,85.96,235.69,112.99,30.92,105.84,101.5,63.04,220.79,149.06,140.6,35.2,132.67,90.37,45.8,157.77,205.35,61.74,72.21,54.85,32.91,92.01,128.27,192.61,116.1,102.08,47.85,80.43,79.71,76.18,,8/18/2017,8756733,1648590,700109,1040627,10505127,2005684,2741800,1761523,700560,1680079,1107480,5226281,1990835,4421325,4338917,949928,787631,3622812,8283166,6356919,5786777,3015803,517647,962968,907403,1996233,5544371,1726250,3372392,4593006
2017-08-21,157.5,85.38,235.77,113.92,30.37,106.48,100.7,63.4,222.15,147.49,139.7,35.01,132.63,90.74,45.67,157.76,203.53,61.49,72.49,54.95,32.67,92.47,127.89,190.82,115.48,102.51,47.69,80.03,79.31,76.64,,8/21/2017,157.89,85.61,236.9,114.09,30.79,106.48,101.41,63.98,222.4,149.87,140.42,35.27,133.64,90.94,45.795,158.63,204.9,62.04,72.48,54.42,32.87,92.96,128.07,192.29,115.65,103.35,48.5,80.93,80.06,76.61,,8/21/2017,155.12,84.96,234.35,113.27,30.36,105.3,100.53,63.17,219.21,146.89,139.14,34.7,132.22,90.17,45.565,157.57,203.04,61.43,71.71,53.11,32.33,92.36,126.94,190.95,114.69,102.37,47.69,80.08,78.79,76.09,,8/21/2017,157.42,85.45,235.77,113.75,30.37,106.48,100.7,63.5,222.4,147.05,139.5,35.09,132.28,90.85,45.67,158.17,203.56,61.55,72.47,54.41,32.6,92.4,128.07,191.06,115.62,102.62,47.83,80.08,79.12,76.5,,8/21/2017,7098190,946204,590814,898154,6401206,1272749,2450359,1640567,451069,936348,926547,8844748,1042768,3141835,2503282,512928,503298,2751527,5889926,3092577,5286443,1786382,324613,568965,524073,1627460,2687436,1673185,3367174,3772559
2017-08-22,157.21,85.3,235.68,113.6,30.68,105.78,101.17,63.86,220.79,149.2,140.33,34.92,133.45,90.63,45.68,158.36,204.55,61.97,72.15,53.61,32.76,92.86,127.45,192.03,115.28,103.22,48.14,80.6,79.71,76.38,,8/22/2017,160,85.72,239.86,115.86,31.33,106.91,102.91,64.95,223.76,150.58,141.13,35.19,134.78,91.71,45.745,159.94,205.86,62.5,73.235,54.41,33.21,92.96,128.07,194.96,115.83,104.2,48.44,81.84,80.16,77.33,,8/22/2017,158.02,84.91,236.16,114.1,30.75,105.81,101.17,64.03,221.33,149.29,140.38,34.625,132.9,91,45.54,158.39,204.63,61.97,72.37,53.79,32.7,92.595,127.44,191.63,115.03,103.14,47.78,80.8,79.73,76.55,,8/22/2017,158.26,85.49,236.16,114.21,30.85,105.99,101.41,64.12,221.86,149.29,140.64,35.02,133.39,91,45.7,158.39,205.2,61.97,72.38,53.92,32.76,92.93,127.92,192.15,115.6,103.44,48.14,80.8,79.8,76.56,,8/22/2017,6313011,991719,540093,968435,6751975,1543364,2026477,1186497,474221,1069307,715105,6590701,1277253,3215341,3255130,676854,691474,2024980,4742144,2346707,4086005,1796283,396286,564969,571783,1684831,3131786,1254125,2070863,2820791
2017-08-23,159.78,85.3,239.75,115.82,31.27,106.36,102.77,64.78,223.58,149.91,141.01,34.65,134.7,91.56,45.6,159.64,205.46,62.42,73.16,54.13,33.15,92.79,127.77,194.79,115.69,104.07,48.35,81.28,80.02,76.74,,8/23/2017,160.47,85.51,239.36,115.36,31.395,107.05,102.98,65.175,224.8,149.48,143.04,34.81,134.43,92.34,45.66,159.35,204.05,62.6,73.14,54.07,33.39,92.66,128.22,194.57,118.87,103.97,48.67,81.5,80.56,77.005,,8/23/2017,158.88,84.73,237.2,114.75,30.91,106.11,101.48,64.5,221.43,147.43,140.75,34.38,132.65,90.85,45.44,158.41,202.33,62.15,72.53,53.45,33.08,92.29,126.99,193.72,114.99,103,48.2,80.8,79.88,76.57,,8/23/2017,159.07,84.74,239.36,115,31.21,106.25,102.33,64.65,221.85,148.58,140.95,34.54,134.43,90.95,45.63,159.3,204.05,62.4,72.96,53.9,33.19,92.5,127.75,194.5,115.41,103.77,48.35,80.93,80.35,76.73,,8/23/2017,5393504,820590,682361,691827,5880609,1792961,1935297,1590340,513041,1168675,1219548,6793991,1418959,2805970,1965899,798306,429405,2484626,4905577,1560611,4200035,1687386,464727,526411,1259196,1402947,2535836,1149015,2480057,2485761
2017-08-24,159.98,85.28,238.09,114.75,30.92,106.61,101.5,64.58,222.74,149.1,142.14,34.66,132.8,91.67,45.54,158.81,202.67,62.15,72.72,53.61,33.24,92.44,127.16,194.24,117.03,103.18,48.28,81.36,79.96,76.61,,8/24/2017,160.74,85.52,238.9,115,31.4,107.67,102.03,64.79,224.565,150.59,143.67,34.89,133.08,92.1,45.61,159.59,203.78,62.91,72.86,53.97,33.39,92.56,127.36,195.07,117.16,103.46,48.55,81.67,80.88,76.65,,8/24/2017,158.55,85.04,236.6,114.4,30.905,106.33,101.43,64.31,222.59,147.98,142.25,34.555,132.27,91.41,45.31,158.34,202,62.2,72.07,53.46,33.17,92.05,125.51,194.21,114.958,102.65,48.18,79.25,77.85,76.21,,8/24/2017,160.43,85.5,238.52,115,30.95,106.5,101.79,64.59,223.77,149.73,142.5,34.69,132.87,91.97,45.54,159.11,203.3,62.25,72.74,53.93,33.31,92.44,127.33,194.55,117.16,103.2,48.35,81.27,80.69,76.4,,8/24/2017,5478335,847888,612433,581566,6977640,1877154,2288107,996480,434245,955327,814618,4031317,1430768,2798636,2025493,582865,461991,2706383,4845621,1510840,3486223,2280217,428104,607249,1136660,1239907,2122527,2772377,4596548,2451531
2017-08-25,159.27,85.36,238.74,114.78,31.24,107.44,101.52,64.35,222.99,148.25,142.94,34.71,132.89,91.52,45.41,158.41,202.12,62.71,72.69,53.84,33.23,92.27,125.57,194.75,115.3,103.22,48.31,80.5,78.34,76.33,,8/25/2017,160.56,85.96,239.01,116.64,31.8,108.71,102.685,64.74,224.89,150.53,144.18,34.93,132.555,92.47,45.76,159.34,203.45,63.29,73.34,54.2,33.62,92.86,126.68,195.51,116.01,103.88,48.98,81.81,79.08,77.125,,8/25/2017,159.27,85.42,235.61,115.15,31.37,107.55,101.63,64.28,222.14,148.47,143.3,34.59,131.62,91.8,45.56,158.56,202.06,62.79,72.48,53.54,33.24,92.45,125.57,194.16,115.07,103.16,48.44,80.83,78.48,76.45,,8/25/2017,159.65,85.5,239,115.47,31.39,107.85,101.69,64.62,223.64,148.51,143.3,34.82,132.18,91.9,45.62,158.89,203.09,62.87,72.85,54.03,33.26,92.61,125.99,195.33,115.78,103.65,48.5,80.83,78.5,76.51,,8/25/2017,5180821,1075354,369056,772815,5012276,1722875,2161008,753855,438329,826451,786487,5622913,1220097,4200801,2233106,730816,409023,1744411,4352959,1605009,4026954,2246904,510564,438796,505951,1152894,2436101,1816375,3088751,2495540
2017-08-28,159.86,85.47,235.89,115.35,31.44,108.23,102.41,64.54,222.47,149.65,143.74,34.67,131.68,91.89,45.57,158.82,202.13,62.94,72.82,53.9,33.39,92.51,126.47,194.36,115.07,103.35,48.68,81.13,78.63,76.72,,8/28/2017,162,85.69,237.54,116.06,31.59,108.55,102.85,64.82,223.07,152.37,144.56,34.795,132.1,92.16,45.67,159.96,203.27,63.46,73.09,54.43,33.615,92.7,125.17,195.81,115.74,103.82,48.74,81.64,78.46,76.94,,8/28/2017,159.93,85.21,234.71,114.66,31.42,107.27,102.08,64.28,218.88,150.45,142.39,34.59,131.49,91.135,45.38,158.67,201.87,62.99,72.56,53.615,33.415,91.98,122.43,194.36,115.23,103.27,48.31,81.01,77.86,76.265,,8/28/2017,160.14,85.66,236.22,115.76,31.5,108.54,102.49,64.72,222.91,152,144.11,34.78,131.68,92.16,45.63,159.04,202.78,63.11,73.05,54.07,33.5,92.54,124.92,194.59,115.29,103.65,48.65,81.32,78.43,76.93,,8/28/2017,7312294,863048,455887,570264,3674615,1305457,2150582,1671171,535447,2126450,1486037,6465344,1987140,2621720,2938690,757968,419138,2854257,4695321,2126074,2777160,2318854,797529,759145,984538,1232103,1848560,1213072,2888698,2991130
2017-08-29,161.47,85.41,237.18,115.07,31.54,107.76,102.56,64.67,220.35,151.39,142.51,34.65,131.74,91.6,45.42,159.67,202.46,63.32,72.83,53.73,33.47,92.47,123.23,195.09,115.33,103.78,48.61,81.16,78.03,76.47,,8/29/2017,163.12,85.5,241.13,116.58,31.625,108.04,102.99,64.42,220.12,150.888,143.42,34.74,132.45,91.31,45.56,159.76,203.07,63.205,73.155,52.76,33.545,92.69,123.92,197.04,118.74,104.07,48.75,81.76,78.98,76.48,,8/29/2017,160,84.4,236.09,114.3,31.2,107.05,101.82,64.04,215.75,149.03,141.9,34.46,131.3,90.31,45.27,158.83,201.35,62.73,72.06,52.07,33.24,92.24,122.3,194.38,114.9,102.65,48.35,80.82,77.5,76.08,,8/29/2017,160.07,84.68,237.5,114.38,31.26,107.43,102,64.36,217.27,150.03,142.1,34.51,131.74,90.5,45.4,159.2,202.13,63.19,72.26,52.71,33.47,92.5,122.6,194.83,115.04,103,48.39,80.9,77.78,76.21,,8/29/2017,7596731,1226203,656426,735452,5789445,886621,2034928,740219,521620,1017863,837059,4357313,1114562,2884241,2775834,758150,318679,1879275,3690373,3528659,2694287,1303757,354598,528143,1301348,1666798,1402191,1041918,2428092,2537401
2017-08-30,162.91,85.42,240.49,116.01,31.48,107.86,102.57,64.22,219.96,149.84,143.14,34.73,132.21,91.1,45.45,159.38,202.92,63.12,73.05,52.73,33.5,92.32,123.01,196.73,118.7,103.77,48.51,81.42,78.77,76.45,,8/30/2017,163.89,85.74,241.42,117.69,32.2,107.83,103.44,64.98,224.19,150.25,143.28,34.96,132,91.875,45.54,159.63,203.69,63.17,74.205,52.95,33.48,92.06,123.5,196.76,119.86,104,48.36,82.23,79.1,76.45,,8/30/2017,162.62,85.22,239,115.91,31.42,107.14,102.56,63.745,220.09,149.29,142.41,34.63,130.93,91.2,45.315,158.34,202,62.91,72.83,52.26,33.255,91.66,121.63,195.21,118.32,103.54,48.01,81.27,78.525,76.06,,8/30/2017,163.8,85.38,240.77,116.12,31.47,107.58,102.58,63.85,220.09,150,143.26,34.75,132,91.27,45.34,158.4,202.92,63.07,73.01,52.8,33.47,92,123.21,196.38,118.95,103.7,48.3,81.56,78.82,76.21,,8/30/2017,6917094,941133,578601,844948,6646952,1179758,2185086,1104474,418654,1184770,617463,5982433,2406196,2834663,2255556,809042,393363,1387460,5707515,2154118,3577914,1550356,318154,498068,1737766,4042073,3022473,1055174,1856067,2291222
2017-08-31,163.35,85.69,240.46,117.55,31.99,107.73,102.87,64.9,222.42,150,142.56,34.89,131.07,91.31,45.39,159.53,203.69,63.12,74.01,52.56,33.45,91.87,121.81,195.88,119.6,103.73,48.12,81.78,78.54,76.1,,8/31/2017,164.52,86.27,241.1,118.83,32.34,108.22,103,66.65,224.48,150.91,143.66,35.175,132.5,91.83,45.65,160,204.52,63.92,74.96,52.98,34.01,92.39,122.1,199.48,120.19,104.19,48.39,82.22,78.74,76.48,,8/31/2017,163.49,85.71,238.42,117.36,32,107.5,101,65.06,222.58,149.85,142.7,34.88,131.25,90.8,45.34,159.4,203.02,62.95,73.8,52.47,33.48,91.88,120.18,196.58,118.83,103.03,47.93,81.39,78.06,76.05,,8/31/2017,163.64,86,241.04,118,32.1,108,102.96,65.17,223.25,150.61,142.97,34.94,131.42,91.81,45.45,159.77,204.32,63.33,74.01,52.61,33.5,91.88,122.05,196.93,119.82,104.19,48.26,81.94,78.6,76.31,,8/31/2017,7682002,1537329,972314,1002910,7948561,2366242,3336808,18735981,636598,2282495,1309927,5196218,2806485,4495838,5820198,1332008,651953,4250969,9085910,2332640,8025799,2536306,598552,1058610,1344803,7012493,4787458,1746869,3262205,6481205
2017-09-01,164,86.1,239.66,117.49,32.21,107.62,101.2,66.65,223.74,149.87,143.03,35.07,132.37,90.89,45.55,159.97,204.32,63.86,74.77,52.81,33.92,92.27,121.18,198.9,119.72,103.52,47.97,81.5,78.07,76.33,,9/1/2017,164.94,86.53,242.53,118.81,32.34,109.15,101.91,67.29,227.56,150.94,144.5,35.39,132.63,92.36,45.8,160.19,204.91,64.09,74.74,53.449,34.13,92.65,121.75,199.99,119.99,104.08,48.06,81.66,78.49,76.85,,9/1/2017,163.63,86.09,239.27,117.4,32.04,107.59,101.37,65.66,223.57,149.79,143.1,35.07,130.94,90.95,45.55,159.5,203.23,63.6,73.64,52.9,33.825,92.26,119.67,198.44,117.82,103.45,47.77,80.57,78.21,76.325,,9/1/2017,164.8,86.35,239.66,117.49,32.22,107.68,101.63,66.66,224.55,150.14,143.1,35.24,132.6,91.25,45.64,159.87,204.91,63.79,74.6,53,33.96,92.42,121.74,199.87,119.89,103.98,48.02,81.63,78.31,76.37,,9/1/2017,4295978,872710,767077,766814,3675054,1220978,1570226,2608295,494852,1133166,833468,4615465,1059885,3060340,2352006,533597,484502,1978258,7729225,1461038,4123170,1632301,385983,578456,795441,1289836,2444492,1900822,2089695,2522563
2017-09-04,164,86.1,239.66,117.49,32.21,107.62,101.2,66.65,223.74,149.87,143.03,35.07,132.37,90.89,45.55,159.97,204.32,63.86,74.77,52.81,33.92,92.27,121.18,198.9,119.72,103.52,47.97,81.5,78.07,76.33,,9/4/2017,164.94,86.53,242.53,118.81,32.34,109.15,101.91,67.29,227.56,150.94,144.5,35.39,132.63,92.36,45.8,160.19,204.91,64.09,74.74,53.449,34.13,92.65,121.75,199.99,119.99,104.08,48.06,81.66,78.49,76.85,,9/4/2017,163.63,86.09,239.27,117.4,32.04,107.59,101.37,65.66,223.57,149.79,143.1,35.07,130.94,90.95,45.55,159.5,203.23,63.6,73.64,52.9,33.825,92.26,119.67,198.44,117.82,103.45,47.77,80.57,78.21,76.325,,9/4/2017,164.8,86.35,239.66,117.49,32.22,107.68,101.63,66.66,224.55,150.14,143.1,35.24,132.6,91.25,45.64,159.87,204.91,63.79,74.6,53,33.96,92.42,121.74,199.87,119.89,103.98,48.02,81.63,78.31,76.37,,9/4/2017,4295978,872710,767077,766814,3675054,1220978,1570226,2608295,494852,1133166,833468,4615465,1059885,3060340,2352006,533597,484502,1978258,7729225,1461038,4123170,1632301,385983,578456,795441,1289836,2444492,1900822,2089695,2522563
2017-09-05,164.05,86.14,240.33,118.28,32.3,108.76,101.5,67.18,225.88,150.78,144.08,35.09,131.03,91.7,45.78,159.81,203.56,63.83,73.94,53.36,33.96,92.53,119.9,199.75,117.92,103.9,47.92,81.22,78.37,76.57,,9/5/2017,164.24,85.91,240.28,119.12,32.245,110.25,102.55,67.17,223.81,153.9,144.34,35.325,131.18,91.03,45.93,159.74,202.49,64.11,73.89,53.47,34.165,92.73,119,200.425,115.61,103.45,47.91,82.26,79.89,77.36,,9/5/2017,160.56,84.68,236.26,117.82,31.46,108.7,100.9,64.98,217.38,151.75,142.72,34.93,129.72,89.025,45.65,158.07,200.51,63.47,72.99,52.88,33.75,92.04,115.22,198.71,111.13,102.26,47.3,81.01,77.9,76.75,,9/5/2017,163.69,85.71,240.01,118.14,32.1,109.36,101.99,66.96,223.76,151.75,143.71,35.03,130.72,91,45.76,159,202.25,63.7,73.36,53.25,33.95,92.16,118.97,199.2,115.52,103.38,47.78,81.09,77.96,76.75,,9/5/2017,7631556,1282573,818171,1093115,7284370,1852907,2512145,2634648,1184687,1597715,801422,4963086,1622629,5041042,3429391,1213977,565851,2721004,6571006,1808584,4775129,2303238,823736,778947,2365570,2009678,2535297,2013479,3230605,5153792
2017-09-06,162.08,85.31,237,118.3,31.62,109.44,101.6,64.98,217.78,152.93,143.04,35.02,129.9,89.51,45.92,159.1,200.98,63.62,73.61,53.01,33.8,92.72,115.43,199.31,111.21,103.01,47.36,81.46,79.8,77.18,,9/6/2017,162.98,85.83,237.75,119.12,31.905,112.23,102.03,65.28,221,157.03,144.47,35.935,130.99,90.51,46.04,159.36,202.25,64.32,74.04,53.31,34.11,92.9,118.39,199.99,111,103.74,47.56,82.11,80.4,79.22,,9/6/2017,160.52,85,234.36,116.98,31.635,109.8,100.9,64.01,217.61,154.17,143.51,35.11,130.21,89.65,45.79,158.22,201.26,63.77,73.35,52.72,33.91,92.36,115.67,197.64,109.11,103.105,46.615,81.57,79.74,77.58,,9/6/2017,162.72,85.57,237.5,118.75,31.74,110,101.76,65.26,218.67,154.86,143.88,35.22,130.54,90,46,159.23,201.58,63.99,73.74,53.12,33.95,92.79,116,199.54,111,103.43,47.47,81.58,79.91,77.89,,9/6/2017,5668430,1157703,850739,1329707,5404128,2719095,1991445,2181706,997446,1697466,856067,7251451,1648244,3375077,2471121,1152627,627533,2409608,5354737,1883680,3817123,2265382,813069,726066,2226917,2252752,3175933,1833120,2779993,5892940
2017-09-07,161.91,85.23,234.62,116.98,31.87,111.79,101.5,64.87,218.83,156.56,143.82,35.76,130.67,90.11,45.96,158.22,202.05,64,73.4,52.76,33.99,92.72,117.73,198.38,109.61,103.18,46.91,81.76,80.08,78.78,,9/7/2017,162.22,85.52,236.54,117.92,31.96,112.87,101.86,64.93,218.73,159.26,144.64,35.93,132.52,90.11,46.32,160.05,204.71,64.42,74.59,52.85,34.13,93.36,116.95,199.47,110.06,105.42,47.21,82.19,80.76,79.32,,9/7/2017,160.36,84.08,234.29,116.53,31.75,111.36,96.2,64.22,214.67,156.79,142.41,35.33,130.25,88.08,45.96,158.34,201.5,63.79,73.63,52.345,33.81,92.33,113.765,197.15,109.11,103.7,46.07,81.455,80,78.61,,9/7/2017,162.09,85.27,234.86,117.38,31.96,112.18,101.42,64.55,218.73,158.22,144.06,35.9,130.86,90.11,46.01,158.55,201.64,64.15,73.7,52.76,34,92.74,116.59,197.82,109.7,103.71,47.02,81.9,80.32,79,,9/7/2017,5858916,1003885,631367,1011898,3738456,1960452,5633457,1474459,744195,1799003,1108515,5166451,1042204,4161616,2985980,709856,585058,2119932,5183015,1899006,4051154,2488445,712929,624051,1185014,1726529,3067681,1685389,2365929,3295181
2017-09-08,161.26,84.41,236.31,117.77,31.76,111.8,97.06,64.68,215.84,157.93,142.9,35.54,132.19,88.53,46.28,159.9,204.46,64.32,74.34,52.39,33.99,92.97,115.18,198.17,109.98,104.56,46.2,81.56,80.12,79.03,,9/8/2017,161.13,85,239.39,118.84,31.77,111.71,97.49,65.18,219.25,160.69,143.03,35.54,132.3,89.41,46.37,160.36,206.12,64.53,74.44,52.51,34.25,93.13,120.78,198.83,110.34,104.77,46.39,81.95,79.87,78.99,,9/8/2017,158.53,84.04,235.22,117,31.46,110.545,96.27,64.65,215.51,157.52,141.65,35.08,130.91,88.24,46.02,159.18,203.16,63.96,73.84,52.11,33.81,92.51,114.5,197,109.37,104.08,45.71,81.07,77.73,78.63,,9/8/2017,160.86,84.11,235.52,117.23,31.68,111.59,96.66,64.88,215.51,159.24,143,35.53,132.05,88.33,46.19,159.53,204.62,64.16,74.33,52.25,34,92.72,114.71,197.91,110,104.4,46.19,81.7,79.72,78.99,,9/8/2017,7263480,1219082,790105,810772,4087867,1582449,3469359,1807371,653713,1906751,785465,4045668,1608427,3616120,2810225,790819,477092,2827934,4792279,1983314,4356203,1751825,916005,651348,1128573,1931482,3480416,1520905,2890750,2835158
2017-09-11,158.63,84.25,238.78,117.82,31.48,110.78,97.07,64.85,217.21,159.66,142.45,35.19,130.98,88.42,46.3,159.71,205.69,64.27,73.98,52.2,34.1,92.84,119.76,197.75,109.55,104.43,46.11,81.39,78.88,78.82,,9/11/2017,162.05,86.11,241.85,118.91,32.3,112.57,98.02,67.16,221.89,158.62,145.12,35.995,133.34,90.25,46.585,161.71,209.77,65.3,74.94,53.13,34.335,94.19,126.65,200.42,110.71,106.15,46.34,82.6,79.32,79.4,,9/11/2017,159.91,84.97,239.36,117.47,31.72,111.52,96.96,65.2,219.05,156.25,143.07,35.27,131.1,88.96,46.22,159.92,206.38,64.69,74.4,52.32,33.98,92.9,122.37,198.78,109.28,105.15,46.12,81.52,78.66,78.9,,9/11/2017,160.6,84.97,239.36,118.82,31.77,111.83,97.87,65.25,220.23,158.6,143.54,35.49,131.37,89.43,46.28,160,206.46,65,74.45,52.38,34.14,93.07,123.72,199.26,110.01,105.5,46.24,81.65,79.15,79.38,,9/11/2017,8423766,1097432,857137,805502,6520390,2079661,2970382,2720159,608549,2340515,1163401,5931153,1891024,3902380,3438216,555875,554718,3309153,5344853,2960843,4617798,3712551,870230,1128627,1503253,2586672,2326397,1606323,2535054,4134924
2017-09-12,161.5,85.69,240.59,118.87,32.19,112.52,97.09,66.85,221.06,158.37,144.86,35.77,133.21,89.79,46.52,161.53,209.56,65.13,74.76,53.03,34.32,93.99,122.56,199.58,109.64,106.15,46.3,82.28,79.08,79.25,,9/12/2017,163.96,86.6,241.61,121.39,32.47,112.92,98.36,69.24,227.69,160.93,146.37,36.34,133.87,91.25,46.75,160.5,210.96,65.62,75.235,54.09,35.75,93.97,123.18,199.44,110.3,106.64,46.95,83.89,79.91,79.685,,9/12/2017,158.78,85.82,238.97,119.08,32.195,111.855,97.125,67.81,222.44,158.71,144.51,35.75,131.94,90.11,46.47,155.78,209.28,65.17,74.37,53.3,34.37,93.21,121.34,196.91,109.7,105.76,46.38,81.975,79.17,79.25,,9/12/2017,162.73,85.9,240.59,119.19,32.24,112.89,97.68,68,222.65,159.09,145,35.88,133.7,90.22,46.5,160.5,209.91,65.21,74.82,53.77,34.4,93.72,122.55,199.44,110.13,106.64,46.54,82.24,79.3,79.39,,9/12/2017,15780177,1278208,519146,1353938,5974130,1470128,2689707,3785249,860580,1342790,1199803,5395332,1504436,3745531,2224874,1693804,469062,2045435,5024432,2491582,9555746,1620203,564058,691928,836703,1799188,2648680,2056343,1960957,2601241
2017-09-13,160.86,86.55,240.58,120.94,32.41,112.49,97.89,68.52,225.95,159.91,145.76,36.09,132.63,90.89,46.72,156.33,209.64,65.46,74.68,53.4,35.37,93.51,122.48,197.47,109.86,106.21,46.79,82.74,79.61,79.5,,9/13/2017,159.92,86.765,243.46,121,32.3,114.32,98.94,69.6,227.14,161.38,146.28,36.395,133.74,91.49,46.98,157.76,210.26,65.55,75.23,53.64,35.43,93.75,122.47,200.76,110.47,106.2,47.26,83.66,80.68,79.77,,9/13/2017,157.91,86.39,237.09,119.41,31.96,112.28,98.03,68.31,224.75,159.55,145.35,35.98,131.86,90.32,46.65,156.01,208.59,65.3,74.55,53.04,34.97,93.45,120.83,197.8,109.81,105.24,46.68,82.41,79.61,79.38,,9/13/2017,159.92,86.42,239.84,120.5,32.26,112.49,98.17,68.9,225.25,160.23,145.35,35.98,132.67,90.54,46.65,156.7,209.64,65.36,74.7,53.45,35.25,93.49,122.23,197.8,110,106.11,46.74,82.64,79.61,79.4,,9/13/2017,10623434,1031446,1148331,634496,5964297,1993350,2554198,1976246,648018,1418774,899234,3650203,1419917,3792404,3097647,1114641,426532,1857050,4416645,2048050,6162958,1919611,429305,626504,779078,1639727,2751700,1455412,2670301,2641841
